genome	completeness	contamination	quality	5S_rRNA	SSU_rRNA	LSU_rRNA	tRNA	MIMAG_quality	GC	N50	size	gtdb.tax	ncbi.tax	LDA.group	LDA.score	LDA.p	AMO	HAO	NXR	NAP	NAR	NAS	NIR	PPK1	PPK2	PPX	protein.num	Cd_O_coverM	Ni_O_coverM	Cr_O_coverM	Cd_L_1_coverM	Cd_L_2_coverM	Cd_L_3_coverM	Cd_M_1_coverM	Cd_M_2_coverM	Cd_M_3_coverM	Cd_H_1_coverM	Cd_H_2_coverM	Cd_H_3_coverM	Ni_L_1_coverM	Ni_L_2_coverM	Ni_L_3_coverM	Ni_M_1_coverM	Ni_M_2_coverM	Ni_M_3_coverM	Ni_H_1_coverM	Ni_H_2_coverM	Ni_H_3_coverM	Cr_L_1_coverM	Cr_L_2_coverM	Cr_L_3_coverM	Cr_M_1_coverM	Cr_M_2_coverM	Cr_M_3_coverM	Cr_H_1_coverM	Cr_H_2_coverM	Cr_H_3_coverM	CK_1_coverM	CK_2_coverM	CK_3_coverM	s6_coverM	s14_coverM	s15_coverM	s26_coverM	Cd_O	Ni_O	Cr_O	Cd_L_1	Cd_L_2	Cd_L_3	Cd_M_1	Cd_M_2	Cd_M_3	Cd_H_1	Cd_H_2	Cd_H_3	Ni_L_1	Ni_L_2	Ni_L_3	Ni_M_1	Ni_M_2	Ni_M_3	Ni_H_1	Ni_H_2	Ni_H_3	Cr_L_1	Cr_L_2	Cr_L_3	Cr_M_1	Cr_M_2	Cr_M_3	Cr_H_1	Cr_H_2	Cr_H_3	CK_1	CK_2	CK_3	s6	s14	s15	s26
MAG-134	97.92	1.385	90.995	Present	Present	Present	19	High	0.625	204125	5213963	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__RCIZ01;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__	-	-	-	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Present	Present	54	0.005243413	0.006163658	0.0051441	0.004447349	0.004895515	0.004699131	0.005492131	0.005803347	0.005753543	0.003965111	0.004195201	0.004329873	0.004650996	0.004924166	0.004755994	0.07264259	0.057869833	0.05903074	0.57603776	0.5878837	0.59815264	0.013795726	0.01944215	0.01904359	0.005451069	0.005218576	0.005379982	0.024976425	0.028661251	0.028875265	0.00957634	0.00604165	0.005773989	0.005788434	0.004701368	0.009397122	0.005081672	0.271869	0.317931	0.270637	0.133313	0.180814	0.170114	0.119054	0.14905	0.11935	0.077693	0.112034	0.100509	0.094892	0.102021	0.113699	2.283455	2.067955	2.012451	17.784886	19.199151	18.71946	0.234963	0.240414	0.210969	0.220553	0.219756	0.222995	0.299412	0.344449	0.344965	0.538381	0.20211	0.108102	0.204155	0.136538	0.229111	0.157479
MAG-135	69.13	1.724	60.51	Present	Absent	Present	19	Medium	0.653	6957	4249924	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__;s__	Ni	2.724376089	3.69E-04	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	2	0.005811703	0.006551963	0.005363563	0.003846456	0.004213842	0.004084415	0.003651027	0.004041898	0.004022887	0.009099147	0.009182699	0.008758051	0.005463863	0.005793662	0.005692853	0.11293883	0.1333303	0.13251252	0.047889195	0.047786478	0.05013257	0.005362057	0.005657166	0.005798957	0.005063964	0.004805672	0.004905792	0.010336031	0.011718016	0.011946517	0.009239074	0.00436159	0.003440894	0.004005861	0.003688019	0.037460078	0.004035963	0.177871	0.2133265	0.196559	0.056858	0	0	0	0	0	0	0	0	0.063017	0.052435	0.060532	3.771289	5.104037	4.910257	1.54147	1.604071	1.644265	0.101523	0.105073	0.075436	0.12444	0.1200585	0.102456	0.201722	0.22495	0.223991	0.507835	0.100696	0.058704	0.094498	0.058355	1.184514	0.110556
MAG-136	98.01	1.359	91.215	Absent	Absent	Absent	20	Medium	0.658	114252	4244093	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia;s__Devosia sp001899065	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia;s__	CK	3.21685874	0.01001212	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Present	5	0.27755046	0.43833613	0.30029613	0.141676	0.16596024	0.16343996	0.06381564	0.10659866	0.106213205	0.035417728	0.04240453	0.041267477	0.10669027	0.10551524	0.10558107	0.02358391	0.037048236	0.037034284	0.007170091	0.008009731	0.008313234	0.03927717	0.03356443	0.033123165	0.034980558	0.03751859	0.038014293	0.02958594	0.029414734	0.029372165	0.29300776	0.12932935	0.005214744	0.035350222	0.10677256	0.0613534	0.005305212	12.222796	20.929463	12.903558	4.837756	5.933964	5.880525	2.010418	3.586	3.631816	1.324096	1.56812	1.587994	3.330505	3.463675	3.342534	0.798904	1.423062	1.330694	0.234133	0.276031	0.278927	1.365458	1.187305	1.14742	1.152643	1.337453	1.316681	0.819709	0.870419	0.88667	16.425819	4.729028	0.201205	1.210882	3.442824	1.982899	0.283682
MAG-137	79.46	1.724	70.84	Present	Absent	Absent	19	Medium	0.657	5714	4639837	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Present	Present	3	0.004835005	0.005185691	0.004728685	0.003102896	0.003267047	0.003351771	0.002262365	0.002547379	0.00249821	0.001036476	0.001293707	0.001174426	0.004740417	0.004966843	0.004733984	0.039391927	0.0527516	0.051971447	0.10553862	0.1062815	0.11323735	0.00352862	0.003579323	0.003612236	0.003528076	0.003546524	0.003741062	0.010341169	0.010585549	0.010288582	0.005973809	0.002932714	0.003255255	0.002819632	0.002449652	0.01697321	0.002452688	0.200753	0.197451	0.183977	0.036849	0	0	0	0	0	0	0	0	0.090393	0.077553	0.075456	1.142044	1.773831	1.712262	3.486687	3.638297	3.697938	0.078047	0	0	0.084893	0.084182	0.081023	0.303268	0.314809	0.298812	0.310969	0	0	0	0	0.403938	0
MAG-138	95.39	5.241	69.185	Present	Present	Present	20	Medium	0.648	247307	3819478	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__;s__	Cr	4.374211255	5.23E-06	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	9	0.012293069	0.011333478	0.014339486	0.012547823	0.01344067	0.012763472	0.011947738	0.013608031	0.013433477	0.005635561	0.006312811	0.006381339	0.005124513	0.005020342	0.005171532	0.004845367	0.005613217	0.005411184	0.004502092	0.004776761	0.004960453	3.5063174	1.834089	1.8305336	4.1686635	3.9882336	4.001109	2.4212375	2.7008367	2.6973176	0.025464473	0.03598783	0.023631712	0.23641597	0.018405832	0.010536928	0.081651375	0.454786	0.522078	0.539794	0.36213	0.438649	0.417434	0.322253	0.374116	0.398966	0.127264	0.206896	0.176771	0.11369	0.108723	0.12396	0.11027	0.15101	0.169518	0.110384	0.091549	0.116823	122.397757	69.526873	68.289156	134.820337	134.100842	133.523181	72.179564	88.540227	89.787139	1.304231	1.166412	0.581295	7.683539	0.53347	0.262667	3.30578
MAG-139	98.7	0.342	96.99	Present	Present	Present	20	High	0.61	426751	3983039	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium;s__	Cr	3.029324392	1.16E-05	Absent	Present	Absent	Absent	Present	Present	Present	Present	Present	Absent	3	0.004505532	0.003788012	0.004407962	0.003380495	0.00417272	0.003830253	0.004671967	0.004974302	0.004735009	0.001945678	0.002104776	0.002208541	0.002952576	0.002946706	0.002842522	0.001923848	0.002267659	0.002469196	0.001506318	0.001731659	0.001545025	0.07551227	0.03995273	0.039481085	0.09814034	0.102447346	0.102651976	0.23929338	0.25814655	0.2624399	0.010634431	0.005898499	0.005786074	0.010765206	0.003792525	0.004222834	0.002885236	0.248279	0.194164	0.201445	0.13804	0.188567	0.157993	0.164722	0.178741	0.186408	0.072007	0.094473	0.090906	0.091259	0.090443	0.105007	0.062746	0.09328	0.105146	0.040675	0.049694	0.051308	2.635214	1.453896	1.441969	3.138184	3.481306	3.403946	7.058887	8.197509	8.481594	0.665586	0.230487	0.188906	0.356652	0.15419	0.139247	0.127923
MAG-140	98.29	1.011	93.235	Present	Present	Present	19	High	0.64	137375	4254277	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium;s__Hyphomicrobium zavarzinii	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium;s__Hyphomicrobium zavarzinii	Cr	2.798280856	1.32E-04	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	13	0.004509558	0.00501826	0.003729441	0.005642923	0.006757185	0.006899319	0.01126357	0.014728663	0.014432256	0.004714545	0.004951807	0.004934928	0.025415393	0.02526676	0.025477808	0.012067496	0.014217141	0.014541975	0.005652101	0.006139975	0.00652252	0.06283406	0.04939343	0.05032551	0.0686355	0.07142891	0.07015778	0.10253188	0.11389439	0.11411062	0.008447363	0.014504598	0.019137213	0.0172893	0.006908967	0.029070016	0.007837624	0.272142	0.319994	0.243344	0.217648	0.295053	0.276717	0.347716	0.549178	0.507891	0.19917	0.186669	0.194589	0.790668	0.836742	0.839853	0.412166	0.566934	0.537219	0.184981	0.219509	0.222831	2.162981	1.866397	1.854317	2.153607	2.420719	2.327259	3.035953	3.748248	3.768254	0.549135	0.577213	0.629828	0.609974	0.269543	0.934847	0.35308
MAG-141	94.71	4.298	73.22	Present	Present	Absent	19	Medium	0.622	14284	3936418	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Anderseniellaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Present	Present	2	0.09042962	0.061116867	0.101447724	0.0888285	0.1046277	0.10396491	0.027849067	0.04066777	0.038538307	0.003702316	0.004555813	0.00462606	0.004040884	0.003828597	0.003953508	0.007563168	0.010162949	0.010174454	0.002670567	0.002738015	0.002905175	0.035871863	0.034305025	0.033061367	0.037603583	0.039676122	0.03975182	0.026862219	0.027578784	0.027726937	0.2610713	0.118202575	0.00771008	0.026436107	0.022978041	0.009132296	0.005143321	4.070754	3.053536	4.367787	3.016608	3.756864	3.633178	0.908192	1.365801	1.371006	0.1323415	0.171903	0.173567	0.126758	0.121111	0.132307	0.256142	0.391446	0.367538	0.058484	0.071324	0.068285	1.283235	1.342949	1.241826	1.205408	1.378626	1.34907	0.799025	0.907431	0.90445	14.488941	4.331977	0.260218	0.903468	0.748883	0.306723	0.2290615
MAG-142	66.68	3.413	49.615	Absent	Absent	Absent	13	Medium	0.611	6488	2831553	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Anderseniellaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__;s__	CK	2.722475881	2.05E-05	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Present	Present	1	0.08570285	0.049492568	0.10257676	0.02672707	0.033936508	0.03220655	0.015828934	0.018886302	0.019071123	0.005702632	0.00708481	0.007111369	0.002481288	0.002106454	0.002373746	0.002961	0.005005281	0.00459571	7.90E-04	8.03E-04	9.42E-04	0.038011424	0.031126665	0.029884605	0.07260617	0.07522069	0.07658236	0.026343664	0.026882572	0.028779477	0.09718937	0.037673324	0.007232118	0.02158336	0.021219132	0.00587891	0.005799721	3.800221	2.383817	4.381265	0.917265	1.194561	1.125673	0.475754	0.604249	0.642798	0.215318	0.256261	0.262889	0.093084	0.049688	0.07505	0.101554	0.169075	0.15242	0	0	0	1.320775	1.153125	1.080608	2.348564	2.500113	2.552238	0.778019	0.843422	0.937107	5.471487	1.35735	0.237048	0.733936	0.67492	0.185966	0.222466
MAG-143	93.69	2.55	80.94	Absent	Absent	Absent	19	Medium	0.591	14844	3182812	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Anderseniellaceae;g__PALSA-927;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__;s__	Cr	3.68826915	8.85E-06	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Absent	Present	3	0.11499961	0.14927496	0.21149895	0.11857748	0.13540675	0.13411605	0.034661915	0.056010336	0.055212002	0.009874663	0.011294991	0.010720308	0.025135692	0.026194401	0.026929822	0.007007414	0.012004925	0.012712925	0.002217491	0.002543692	0.002602726	0.65381527	0.7156382	0.71030587	0.48439616	0.6084792	0.6162268	0.5992221	0.60383695	0.613509	0.15602633	0.17807809	0.033846892	0.3010686	0.102162965	0.059493404	0.14920299	5.204517	7.295307	9.001433	4.040094	4.859945	4.850673	1.12703	1.837882	1.93653	0.379084	0.445069	0.435958	0.793934	0.865811	0.858805	0.241649	0.481001	0.478704	0.075076	0.081766	0.07439	23.051406	27.595099	27.297428	15.707977	20.746771	20.63606	18.338359	20.315461	20.674872	9.078339	6.65627	1.119646	10.218373	3.279461	1.936752	6.251931
MAG-144	99.56	1.304	93.04	Absent	Present	Absent	19	Medium	0.625	22968	3375302	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Anderseniellaceae;g__PALSA-927;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__;s__	-	-	-	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Present	1	0.061713427	0.15690367	0.04901921	0.06716214	0.07436729	0.07369043	0.01044008	0.018616984	0.017026724	0.003084898	0.003925332	0.00366639	0.07961943	0.08987307	0.09208831	0.013137228	0.018676825	0.019605367	0.002266472	0.002351749	0.002362691	0.012687723	0.013527883	0.013272685	0.010419196	0.011170865	0.011119129	0.009331333	0.00952311	0.009684586	0.076952286	0.02913176	0.003844523	0.01005966	0.03745289	0.05913546	0.003691142	2.773149	7.494988	2.138592	2.302152	2.533743	2.5653175	0.34564	0.667099	0.627796	0.139826	0.173011	0.167908	2.498805	2.968	2.911872	0.430437	0.716257	0.715998	0.083257	0.06694	0.076491	0.464395	0.485559	0.494701	0.369721	0.443723	0.411419	0.279043	0.280736	0.323515	4.464558	1.102067	0.154026	0.34653	1.231095	1.885316	0.176422
MAG-145	94.56	0.217	93.475	Absent	Absent	Absent	18	Medium	0.69	41355	3074949	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	CK	3.183842312	0.011636253	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Present	Present	2	0.14762142	0.2661384	0.25563562	0.02202911	0.031008236	0.030057378	0.005903964	0.008333282	0.008006876	0.003291408	0.003805623	0.003807297	0.015144056	0.015348085	0.015445589	0.003328592	0.004123325	0.003936528	0.002708059	0.002726659	0.002733243	0.008799998	0.010310846	0.010654091	0.004456946	0.00654911	0.005995603	0.008428649	0.009129448	0.00881103	0.47638616	0.062414713	0.003814113	0.008303445	0.012427116	0.00682223	0.004486591	6.750798	12.956161	11.153812	0.774313	1.158591	1.127888	0.21001	0.281804	0.295825	0.13175	0.154259	0.158783	0.569054	0.588084	0.580979	0.106346	0.136069	0.148453	0.061926	0.060352	0.057284	0.357745	0.445301	0.429313	0.190652	0.267438	0.259412	0.243177	0.288319	0.260601	27.323674	2.347986	0.15212	0.318313	0.466446	0.230499	0.235647
MAG-146	90.07	1.956	80.29	Absent	Absent	Absent	20	Medium	0.643	14127	3955106	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__SZUA-430;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	CK	2.744314411	5.41E-05	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Present	1	0.02983877	0.019587435	0.04564853	0.045514703	0.052474163	0.049772494	0.028192941	0.031035013	0.030643363	0.009286659	0.010668867	0.010225786	0.003439553	0.003489565	0.003314758	0.006074282	0.007929005	0.007870244	0.002373511	0.002519598	0.002582206	0.065975614	0.063822076	0.06354942	0.052273184	0.06490666	0.06556528	0.033244617	0.03171434	0.032604776	0.038163014	0.081164636	0.22570984	0.0524028	0.052669372	0.022844803	0.21074788	1.382485	0.988838	2.044942	1.589955	1.873312	1.798176	0.889878	1.023234	1.061235	0.33867	0.386637	0.397508	0.105953	0.106947	0.110049	0.202406	0.331946	0.29325	0.063509	0.069458	0.074932	2.396204	2.477921	2.412173	1.702039	2.203283	2.27915	0.98443	1.038061	1.090799	2.291257	3.016995	7.149219	1.842593	1.758648	0.74896	8.886914
MAG-147	83.65	3.695	65.175	Present	Absent	Absent	19	Medium	0.636	10074	3774190	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__SZUA-430;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	Cr	2.822245258	4.66E-06	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	1	0.020067355	0.02291406	0.030622669	0.01989002	0.021070557	0.02104325	0.00731636	0.008956395	0.008393835	0.003064408	0.003809055	0.003672798	0.004489556	0.00426427	0.004645892	0.002762919	0.003807599	0.003226676	0.001022344	0.001198073	0.001084638	0.09036244	0.089608245	0.08981823	0.07213483	0.08973647	0.09255786	0.057618644	0.053974498	0.05614268	0.042202957	0.049440034	0.045139916	0.08376486	0.012338053	0.009431191	0.024087068	0.902024	1.111345	1.35181	0.671317	0.762856	0.7271495	0.2214	0.29047	0.284898	0.091527	0.114606	0.102236	0.134234	0.129602	0.138517	0.0746495	0.106808	0.086328	0.013518	0	0	3.232305	3.479972	3.383957	2.3418125	3.028492	3.115055	1.730327	1.756676	1.82922	2.475126	1.794007	1.387666	2.862773	0.3988255	0.295642	0.9977035
MAG-148	98.05	2.329	86.405	Absent	Absent	Absent	19	Medium	0.711	46754	4599220	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__	Ni	2.884164371	1.76E-05	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	4	0.01724046	0.03304135	0.027234115	0.019329034	0.018018713	0.017652724	0.014933595	0.012263011	0.012116815	0.004204218	0.004785049	0.004182457	0.09695699	0.09511244	0.093651175	0.12651373	0.13930438	0.13365272	0.052797765	0.051580753	0.056533385	0.051780958	0.060769774	0.06280657	0.03153847	0.031855945	0.031457104	0.022578858	0.022206562	0.021703182	0.04040741	0.01624117	0.009551467	0.012542643	0.016536655	0.12018037	0.005005826	0.781185	1.579506	1.283346	0.696945	0.668798	0.665636	0.469312	0.431328	0.435086	0.160126	0.190263	0.151105	3.003214	3.168436	2.949745	4.089209	5.171945	4.827635	1.728224	1.752694	1.820001	1.794947	2.255293	2.31466	1.023407	1.102651	1.040773	0.614559	0.697514	0.646089	2.29319	0.661992	0.335201	0.444616	0.591656	3.841601	0.244052
MAG-149	95.7	4.243	74.485	Present	Absent	Present	20	Medium	0.706	27080	4487260	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__	-	-	-	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Present	Present	3	0.12957068	0.19972877	0.18405141	0.0549736	0.06107403	0.057518516	0.013150057	0.017222777	0.016795272	0.005602837	0.00546841	0.005031643	0.032105006	0.031003457	0.029794402	0.029025739	0.034878623	0.03371531	0.010052335	0.009609373	0.010211506	0.06242305	0.10742778	0.10996436	0.02665938	0.03306532	0.034068074	0.013272418	0.013338082	0.013069245	0.3939417	0.062493503	0.005838178	0.058059134	0.02381795	0.023341363	0.005132358	5.665552	9.423075	7.801188	1.841887	2.167199	2.04982	0.425965	0.600383	0.588069	0.216126	0.209572	0.205432	0.979891	0.99969	0.981161	0.937023	1.303503	1.243108	0.340215	0.325056	0.333235	2.184264	4.053722	3.979206	0.879425	1.100321	1.128425	0.299052	0.323185	0.312902	21.637981	2.293624	0.223629	1.955505	0.782978	0.749675	0.236903
MAG-150	95.17	0.487	92.735	Present	Present	Present	19	High	0.664	224124	3614704	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__VFBF01;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__;s__	CK	3.698971973	1.78E-04	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	1	0.48297822	0.8979919	0.4510937	1.184994	1.2206076	1.1869311	0.36575523	0.5119012	0.5045668	0.17941512	0.18386915	0.17877051	0.59492826	0.5919527	0.59233713	0.440455	0.5176403	0.5118642	0.21626261	0.20828328	0.22381778	0.10376527	0.15050946	0.14992046	0.058665387	0.061738845	0.061062068	0.025849171	0.023349905	0.024346802	1.6888434	0.6551544	0.33916506	0.2957877	0.8049481	0.50017726	0.96821326	21.392056	42.408302	19.140897	39.53253	42.274796	41.814753	11.355102	16.826824	17.252561	6.758231	7.224029	7.196412	18.451353	19.699368	18.872807	14.64709	19.710316	18.550975	7.202774	7.186378	7.527299	3.666258	5.758985	5.636283	1.948037	2.121052	2.154967	0.734109	0.705625	0.772401	95.227408	24.118171	10.525991	9.956521	25.522184	16.077395	39.272424
MAG-151	96.67	1.623	88.555	Absent	Present	Absent	20	Medium	0.672	324104	4362838	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__;s__	CK	2.947933761	2.07E-05	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	0	0.07925944	0.080166906	0.10835689	0.062539965	0.07023605	0.06865752	0.03346344	0.03567517	0.036101382	0.018500693	0.01871223	0.018472124	0.021374835	0.02111584	0.020327915	0.00849788	0.012558796	0.012177295	0.004881845	0.004711254	0.004808182	0.01089132	0.012065466	0.012458899	0.007601764	0.008160807	0.007940806	0.004939551	0.004403058	0.00451143	0.14868331	0.11679076	0.083003834	0.023570022	0.05185769	0.021864241	0.02077655	3.578336	3.916823	4.699796	2.192967	2.450171	2.485576	1.069529	1.230435	1.282032	0.705318	0.759064	0.715268	0.705958	0.735785	0.67653	0.299313	0.515448	0.488148	0.189875	0.207597	0.195269	0.446578	0.504052	0.499935	0.31213	0.364779	0.326751	0.189942	0.200963	0.191486	8.432517	4.283619	2.620489	0.851028	1.676249	0.734689	0.902995
MAG-152	87.01	0.984	82.09	Absent	Absent	Absent	19	Medium	0.654	79318	2652890	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__SWB02;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__;s__	CK	2.955647843	6.05E-06	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	0	0.12750907	0.12690793	0.16855633	0.08603143	0.09336693	0.089155525	0.03263071	0.0426921	0.04184435	0.016659256	0.01569685	0.016498562	0.010234406	0.009562556	0.009276552	0.003916367	0.004709814	0.004448721	0.001783527	0.001977243	0.001844854	0.01932552	0.018249307	0.01691049	0.021300739	0.024255041	0.024229296	0.018214004	0.015474692	0.015658548	0.20364213	0.06455157	0.015460834	0.0356971	0.051895667	0.008363324	0.020493994	5.73863	6.296183	7.318554	2.986633	3.36498	3.257741	1.043278	1.52262	1.531907	0.647125	0.660805	0.731691	0.361303	0.304148	0.315111	0.152533	0.201936	0.182441	0.066855	0.076372	0.060846	0.857746	0.777339	0.740522	0.810119	1.004644	0.984724	0.655347	0.610821	0.604717	11.75959	2.420837	0.528086	1.244402	1.728567	0.306424	0.986484
MAG-153	94.53	0.243	93.315	Present	Present	Present	20	High	0.638	146146	2959365	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__SWB02;s__SWB02 sp002343395	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__;s__	Cd	2.896239407	2.14E-05	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Present	Absent	1	0.01271874	0.015951091	0.013765323	0.098392695	0.10153377	0.10189916	0.14410116	0.18072364	0.18154065	0.059842676	0.062628895	0.061695095	0.002725754	0.002789098	0.00291687	0.010956993	0.012830582	0.013192847	0.004743603	0.005005812	0.005093639	0.009586793	0.006572493	0.00664825	0.010596122	0.012749867	0.012955299	0.010440016	0.009083267	0.008921094	0.0273702	0.042341888	0.37785748	0.005364174	0.21934816	0.02627467	0.19998425	0.59098	0.703082	0.564967	3.151679	3.358128	3.495031	4.429206	5.879487	6.164911	2.245617	2.396197	2.342397	0.047005	0.041282	0.043422	0.325954	0.463435	0.451197	0.147937	0.159081	0.156662	0.306141	0.259265	0.20461	0.26058	0.374728	0.310524	0.23069	0.21108	0.266147	1.523859	1.516157	11.632955	0.118446	6.803394	0.795973	7.996005
