Protein	Original Contig	Protein FDR Confidence: Combined	Master	Exp. q-value: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	Modifications	Cd_1	Cd_2	Cd_3	Ni_1	Ni_2	Ni_3	Cr_1	Cr_2	Cr_3	CK_1	CK_2	CK_3
custom_1425675_6	custom_1425675_6	High	IsMasterProtein	0	14.821	18	5	8	5	1	18.68	5	0	-	9621	9828	9050	1025	373	1174	5042	9874	10259	1573	340	137
KIF34035.1	custom_2222255_24	High	IsMasterProtein	0	14.809	4	3	10	3	1	29.64	3	0	-	6962	8687	9437	3932	3833	2501	899	1395	1378	3784	326	2907
custom_1700492_18	custom_1700492_18	High	IsMasterProtein	0	14.801	17	5	7	4	1	18.18	5	1	-	1534	1012	980	4236	3288	5341	3112	7314	4262	7703	7303	7440
RIK98775.1	custom_376666_3	High	IsMasterProtein	0	14.801	13	5	26	1	1	57.9	5	2	-	1233	1300	3188	1319	1552	1958	9902	11438	13443	7656	6457	6726
custom_289709_1	custom_289709_1	High	IsMasterProtein	0	14.8	23	2	19	2	1	55.76	2	0	-	12240	14885	13935	50658	48987	49355	0	0	0	24521	27238	24678
custom_2386055_91	custom_2386055_91	High	IsMasterProtein	0	14.795	8	3	8	1	1	24.25	3	0	-	0	0	0	0	0	0	0	0	0	995	910	0
custom_248762_16	custom_248762_16	High	IsMasterProtein	0	14.791	46	4	25	1	1	73.05	4	3	-	9218	8634	8230	42975	33908	39701	0	0	0	3298	4235	3062
custom_1074337_8	custom_1074337_8	High	IsMasterProtein	0	14.769	10	4	25	1	1	58.6	4	0	-	4488	4591	4608	2632	638	693	0	0	0	1031	824	834
WP_077239469.1	custom_1952368_1	High	IsMasterProtein	0	14.769	13	2	4	1	1	14.31	2	0	-	1155	1005	1343	270	0	0	2763	756	0	660	410	651
custom_403533_2	custom_403533_2	High	IsMasterProtein	0	14.763	17	3	24	0	1	52.3	3	2	-	5431	5033	2284	2422	2868	3646	0	0	0	16336	16792	16331
WP_056341595.1	custom_471117_5	High	IsMasterProtein	0	14.759	7	4	13	1	1	34.33	4	0	-	0	484	654	0	0	0	0	0	0	2466	1752	2046
RIK93028.1	custom_412800_1	High	IsMasterProtein	0	14.753	11	3	11	1	1	32.9	3	0	-	786	1100	1170	0	0	0	5852	5472	4609	67	407	340
TJW70054.1	custom_2373643_1	High	IsMasterProtein	0	14.75	24	3	22	1	1	70.37	3	0	-	1948	3444	3354	0	0	0	898	0	0	83	0	72
custom_1171409_7	custom_1171409_7	High	IsMasterProtein	0	14.739	16	4	11	3	1	26.78	4	1	-	5431	5951	5982	2888	3170	2611	0	1319	0	13098	11015	13015
custom_1109084_7	custom_1109084_7	High	IsMasterProtein	0	14.738	6	2	4	1	1	10.21	2	0	-	1460	1340	0	0	775	747	20086	20125	16780	11417	14271	13770
custom_1808390_14	custom_1808390_14	High	IsMasterProtein	0	14.736	23	4	23	4	1	53.66	4	0	-	7093	6838	7130	3334	2106	2941	56899	60561	43241	73326	114021	93050
RTL33014.1	custom_1981198_1	High	IsMasterProtein	0	14.732	11	3	9	2	1	24.13	3	0	-	999	2451	2477	5587	5183	6409	2138	2666	2337	0	0	0
custom_1852256_6	custom_1852256_6	High	IsMasterProtein	0	14.722	37	4	16	2	1	50.8	4	2	-	13654	11690	11711	11482	9619	8323	0	0	0	2483	2740	1689
custom_1269512_29	custom_1269512_29	High	IsMasterProtein	0	14.713	15	4	10	2	1	21.3	4	0	-	0	463	458	128	0	196	0	0	567	3189	3186	3354
custom_2082819_20	custom_2082819_20	High	IsMasterProtein	0	14.709	17	4	12	1	1	35.4	4	0	-	2863	1678	1845	0	0	0	0	0	0	0	0	0
custom_132557_1	custom_132557_1	High	IsMasterProtein	0	14.707	34	3	9	3	1	25.15	3	0	-	1389	277	587	1188	1199	1186	0	494	0	2048	2116	2660
custom_541125_74	custom_541125_74	High	IsMasterProtein	0	14.706	12	4	20	1	1	51.34	4	2	-	8273	10466	9599	3970	2794	3208	3227	4940	1807	2772	1925	1796
custom_1561527_39	custom_1561527_39	High	IsMasterProtein	0	14.701	3	3	7	1	1	21.91	3	0	-	0	0	221	0	0	0	0	342	0	0	0	0
custom_492122_24	custom_492122_24	High	IsMasterProtein	0	14.7	28	2	9	2	1	21.54	2	0	-	6580	6435	7728	0	0	0	0	1109	1118	5354	5926	6416
WP_105998867.1	custom_2246969_34	High	IsMasterProtein	0	14.699	5	5	25	1	1	57.12	5	0	-	17881	17859	16400	15377	14519	16018	0	0	0	3694	3202	3256
custom_1903824_4	custom_1903824_4	High	IsMasterProtein	0	14.699	17	5	12	3	1	27.39	5	2	-	6600	9889	9403	1056	715	1706	0	0	519	5387	5513	5355
WP_069306740.1	custom_1139532_1	High	IsMasterProtein	0	14.694	9	2	7	1	1	26.55	2	0	-	697	1052	1045	0	0	0	0	9957	9028	2808	3229	2953
custom_1691453_16	custom_1691453_16	High	IsMasterProtein	0	14.693	14	4	7	2	1	18.66	4	0	-	1282	1266	1072	250	393	452	3261	2307	0	0	0	0
PZQ72791.1	custom_1363950_1	High	IsMasterProtein	0	14.69	11	4	8	1	1	25.21	4	0	-	0	0	0	466	357	483	6480	6488	6765	0	0	0
custom_1609642_3	custom_1609642_3	High	IsMasterProtein	0	14.684	35	3	17	1	1	49.98	3	0	-	5733	4976	5255	0	0	0	0	0	0	0	0	0
custom_518075_2	custom_518075_2	High	IsMasterProtein	0	14.674	9	4	14	2	1	33.35	4	2	-	3501	2224	2240	1967	1685	2085	1485	818	261	4340	4357	4485
OGW55364.1	custom_2513071_1	High	IsMasterProtein	0	14.671	12	3	13	0	1	32.78	3	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_92337_2	custom_92337_2	High	IsMasterProtein	0	14.661	30	3	8	3	1	21.06	3	0	-	48873	54062	51750	20889	19695	19966	29003	43617	36926	2311	0	0
custom_743713_5	custom_743713_5	High	IsMasterProtein	0	14.652	14	5	11	1	1	24.37	5	0	-	0	0	0	803	690	886	0	0	0	0	0	802
TAF74398.1	custom_2092213_1	High	IsMasterProtein	0	14.634	14	1	3	1	1	14.91	1	0	-	783	938	1352	0	0	0	0	0	0	0	0	0
KXJ41736.1	custom_1884429_1	High	IsMasterProtein	0	14.628	8	3	20	1	1	56.73	3	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_1755680_34	custom_1755680_34	High	IsMasterProtein	0	14.621	54	4	13	4	1	34.43	4	0	-	45280	44548	45288	2076	1768	1565	4096	1259	4000	3065	5657	5111
WP_069103485.1	custom_902759_2	High	IsMasterProtein	0	14.619	9	4	18	2	1	45.69	4	0	-	1485	936	1981	8554	8422	7951	0	2493	2398	2352	2130	2258
WP_048497737.1	custom_1693018_9	High	IsMasterProtein	0	14.617	10	4	57	1	1	124.17	4	0	-	0	1091	953	0	0	0	0	0	0	8314	6483	7292
custom_1178687_73	custom_1178687_73	High	IsMasterProtein	0	14.616	20	4	5	4	1	11.91	4	0	-	1414	1460	957	2554	3308	3030	5432	4082	3964	406	1457	2071
WP_130997957.1	custom_48724_3	High	IsMasterProtein	0	14.598	20	4	18	1	1	40.91	4	1	-	2465	2868	3230	0	0	0	3368	0	0	48179	48747	42012
WP_137101346.1	custom_2626512_1	High	IsMasterProtein	0	14.586	14	4	9	2	1	22.73	4	2	-	3974	3599	1991	443	249	272	29126	34731	32293	1720	2002	1973
WP_011766315.1	custom_745343_3	High	IsMasterProtein	0	14.569	14	4	185	1	1	488.15	4	1	-	81269	103646	105872	57121	55004	60621	3883	1264	4726	11166	12480	13757
custom_241758_5	custom_241758_5	High	IsMasterProtein	0	14.565	49	3	7	2	1	17.71	3	0	-	0	1089	942	0	847	0	2250	0	0	414	977	0
custom_1688121_79	custom_1688121_79	High	IsMasterProtein	0	14.555	9	4	7	2	1	16.5	4	2	-	22441	21010	21894	7731	7869	7257	42020	42440	42813	4935	6098	4742
WP_108354970.1	custom_128100_12	High	IsMasterProtein	0	14.553	11	5	12	1	1	28.4	5	3	-	7634	7778	6857	8770	9969	10073	50457	42535	47645	2179	1569	1724
custom_937454_20	custom_937454_20	High	IsMasterProtein	0	14.549	10	4	8	4	1	17.41	4	0	-	996	2161	2155	319	115	578	5053	2288	2533	235	0	336
custom_1924878_36	custom_1924878_36	High	IsMasterProtein	0	14.541	5	3	5	2	1	14.14	3	0	-	847	1394	1330	407	350	0	0	0	0	639	709	1067
custom_1188146_16	custom_1188146_16	High	IsMasterProtein	0	14.534	21	3	18	1	1	62.91	3	0	-	6823	6386	8700	0	0	0	0	0	0	0	0	0
WP_107493908.1	custom_280661_1	High	IsMasterProtein	0	14.53	6	4	10	1	1	26.54	4	0	-	1007	0	1203	4120	3641	3281	0	0	0	1869	0	1470
custom_1804811_2	custom_1804811_2	High	IsMasterProtein	0	14.526	21	3	11	3	1	29.52	3	0	-	1552	2259	2705	2032	2635	953	9800	0	15334	11374	9987	10446
WP_104302944.1	custom_2576372_2	High	IsMasterProtein	0	14.525	14	4	14	1	1	34.37	4	0	-	-	-	-	-	-	-	-	-	-	-	-	-
RTL29508.1	custom_1196368_1	High	IsMasterProtein	0	14.524	4	3	15	3	1	36.83	3	0	-	3786	4340	4622	6039	8016	7704	0	0	0	0	474	0
SMB25657.1	custom_1179604_1	High	IsMasterProtein	0	14.517	20	2	5	2	1	9.41	2	0	-	8233	6228	7145	2872	3050	3141	1841	2381	2109	1470	0	1341
custom_1107463_5	custom_1107463_5	High	IsMasterProtein	0	14.498	6	3	10	2	1	30.62	3	1	-	1387	1856	1686	6222	5985	5640	4058	2277	4751	2653	862	2232
custom_1210350_21	custom_1210350_21	High	IsMasterProtein	0	14.497	15	5	10	2	1	24.15	5	3	-	9044	10717	6870	11480	8193	275	11831	9913	2709	29875	28847	29864
WP_028104430.1	custom_199770_28	High	IsMasterProtein	0	14.497	57	4	34	1	1	83.91	4	0	-	3943	5183	6191	2802	3748	2720	8326	5535	7109	3695	4234	3729
OGA45015.1	custom_1813908_1	High	IsMasterProtein	0	14.487	9	4	15	1	1	42.4	4	0	-	1973	2014	2062	0	0	0	7742	28842	25139	4206	3804	3898
WP_126446303.1	custom_1792485_1	High	IsMasterProtein	0	14.477	5	3	12	1	1	36.61	3	0	-	4245	4643	5053	4660	4820	4995	0	0	5118	3208	2939	2902
custom_323034_4	custom_323034_4	High	IsMasterProtein	0	14.473	12	3	6	3	1	13.02	3	0	-	783	620	589	195	0	0	35733	25181	23845	5497	2791	4747
WP_108625880.1	custom_67001_1	High	IsMasterProtein	0	14.472	11	4	20	1	1	58.67	4	1	-	0	0	0	11414	11336	10069	0	6151	5980	3174	2687	3091
BBG73684.1	custom_2474550_1	High	IsMasterProtein	0	14.471	13	4	11	1	1	28.2	4	0	-	1363	0	0	0	1037	904	0	0	0	840	0	0
custom_1210350_21	custom_1210350_21	High	IsMasterProtein	0	14.47	14	4	7	1	1	15.82	4	0	-	0	493	729	0	0	0	0	0	0	0	0	0
WP_043750745.1	custom_334022_6	High	IsMasterProtein	0	14.463	26	2	12	1	1	33.41	2	0	-	261	0	248	10587	10194	9594	0	0	0	0	471	1882
WP_035384271.1	custom_2638155_2	High	IsMasterProtein	0	14.447	38	3	6	1	1	19.72	3	0	-	0	479	440	0	0	0	655	871	1446	0	368	382
OLE32728.1	custom_376666_3	High	IsMasterProtein	0	14.446	9	4	25	0	1	50.83	4	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_1012869_2	custom_1012869_2	High	IsMasterProtein	0	14.445	8	4	15	1	1	33.61	4	0	-	3193	2960	3256	4775	5729	5955	0	4639	0	5742	4848	4789
EXI90421.1	custom_252482_4	High	IsMasterProtein	0	14.435	11	4	21	1	1	50.58	4	0	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_070528401.1	custom_720558_3	High	IsMasterProtein	0	14.433	10	3	12	1	1	42.37	3	0	-	0	0	0	789	0	753	0	0	723	0	0	0
custom_2214482_39	custom_2214482_39	High	IsMasterProtein	0	14.433	46	4	20	2	1	37.37	4	0	-	3497	3883	3889	0	453	0	4539	5240	3505	7170	8082	7549
custom_1907518_4	custom_1907518_4	High	IsMasterProtein	0	14.433	6	4	8	3	1	22.19	4	0	-	0	0	0	581	814	788	0	0	0	3846	4231	4877
WP_005220251.1	custom_1399623_2	High	IsMasterProtein	0	14.431	9	3	8	1	1	20.18	3	0	-	5830	5890	5743	2639	2964	2741	22625	34940	38629	4666	5537	0
RZI44785.1	custom_1774993_1	High	IsMasterProtein	0	14.422	8	5	21	1	1	43.63	5	0	-	0	5423	0	8112	7542	6810	0	0	0	3368	0	3140
custom_1909619_1	custom_1909619_1	High	IsMasterProtein	0	14.421	25	3	12	1	1	30.36	3	0	-	1847	1609	1769	0	0	1324	0	0	0	0	0	0
custom_302090_4	custom_302090_4	High	IsMasterProtein	0	14.419	38	4	9	4	1	24.06	4	0	-	3678	6695	5386	1425	238	243	1290	0	0	751	203	154
custom_1283409_2	custom_1283409_2	High	IsMasterProtein	0	14.411	10	4	9	0	1	14.75	4	1	-	1067	3878	877	0	0	134	0	0	0	6120	5528	0
custom_2619541_7	custom_2619541_7	High	IsMasterProtein	0	14.407	9	3	5	1	1	12.88	3	0	-	0	0	0	0	0	0	0	0	0	5745	4736	4634
custom_1855743_29	custom_1855743_29	High	IsMasterProtein	0	14.399	27	4	9	2	1	24.21	4	0	-	0	0	0	0	0	0	7094	5241	5664	2771	2891	2451
KFB68511.1	custom_1335346_3	High	IsMasterProtein	0	14.397	24	3	17	1	1	40.19	3	0	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_058531626.1	custom_907835_1	High	IsMasterProtein	0	14.392	5	2	7	1	1	20.4	2	0	-	484	378	301	0	0	0	5175	4718	4597	0	0	0
custom_1755188_9	custom_1755188_9	High	IsMasterProtein	0	14.381	10	3	5	2	1	11.58	3	0	-	0	0	0	0	107	0	0	0	0	2055	1909	2085
custom_126050_4	custom_126050_4	High	IsMasterProtein	0	14.379	29	1	2	1	1	10.79	1	0	-	1169	816	1108	0	1390	908	0	3462	3120	7006	5153	4905
WP_127121438.1	custom_1305670_180	High	IsMasterProtein	0	14.372	26	5	8	4	1	17.89	5	0	-	6681	7337	6699	801	498	458	1914	2430	0	0	225	0
WP_066884220.1	custom_2255774_15	High	IsMasterProtein	0	14.371	16	3	12	2	1	24.37	3	0	-	1967	1430	1379	493	0	758	8482	11340	10645	1068	1229	1548
RYH68118.1	custom_27532_1	High	IsMasterProtein	0	14.371	4	5	36	2	1	83.13	5	1	-	17312	18975	20046	19795	19099	19074	21672	19892	22683	15771	15159	14435
WP_076603160.1	custom_2547519_3	High	IsMasterProtein	0	14.365	25	3	6	1	1	21.65	3	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_407777_3	custom_407777_3	High	IsMasterProtein	0	14.358	18	3	11	1	1	26.98	3	2	-	11440	16161	15780	5183	3917	4913	1455	2279	1975	8141	2789	2777
WP_018605926.1	custom_1201290_1	High	IsMasterProtein	0	14.344	12	3	15	1	1	44.81	3	0	-	1610	1433	1469	154	162	159	517	0	0	0	1057	1030
AFV98459.1	custom_2386043_2	High	IsMasterProtein	0	14.329	15	3	8	1	1	26.17	3	0	-	0	0	0	0	0	0	4948	4240	4870	1188	1582	1643
custom_399606_14	custom_399606_14	High	IsMasterProtein	0	14.324	20	5	9	5	1	19.01	5	0	-	2509	984	246	5731	6197	6506	6753	5667	6590	288	0	354
custom_730946_18	custom_730946_18	High	IsMasterProtein	0	14.318	14	3	5	3	1	15.27	3	0	-	1304	1018	1249	0	0	0	60609	67240	79483	1073	977	1519
WP_050416931.1	custom_7449_6	High	IsMasterProtein	0	14.313	9	5	16	0	1	37.69	5	1	-	352	0	0	7023	6344	5802	0	0	0	0	0	0
custom_831940_30	custom_831940_30	High	IsMasterProtein	0	14.312	13	5	8	5	1	15.45	5	0	-	0	0	398	3212	1382	2467	49964	48187	55339	21990	20934	16966
custom_2176430_10	custom_2176430_10	High	IsMasterProtein	0	14.312	16	4	10	2	1	24.73	4	2	-	277	425	0	164	0	284	5342	6459	5992	7460	7355	7845
custom_1096423_36	custom_1096423_36	High	IsMasterProtein	0	14.308	18	3	7	3	1	17.88	3	0	-	6214	5952	6838	551	382	513	1055	992	946	2927	3189	3508
custom_1605523_11	custom_1605523_11	High	IsMasterProtein	0	14.307	43	4	29	1	1	68.52	4	0	-	624	739	779	1182	1844	1958	20240	14892	24628	357	351	341
custom_2205267_81	custom_2205267_81	High	IsMasterProtein	0	14.298	38	4	7	2	1	19.76	4	0	-	4408	3572	3809	694	241	0	2763	913	0	540	0	0
custom_2621233_11	custom_2621233_11	High	IsMasterProtein	0	14.291	19	5	19	4	1	43.14	5	1	-	31526	33552	33170	13351	14235	13808	31036	22838	21085	7691	8570	8289
OZA22043.1	custom_651464_1	High	IsMasterProtein	0	14.287	15	3	11	1	1	30.7	3	0	-	6803	5571	5917	553	750	799	0	0	0	0	0	0
custom_769325_140	custom_769325_140	High	IsMasterProtein	0	14.285	36	3	17	3	1	50.21	3	0	-	30671	29245	29199	3418	3082	2980	0	0	0	0	0	0
custom_718102_23	custom_718102_23	High	IsMasterProtein	0	14.267	10	4	9	4	1	24.99	4	0	-	27478	26212	26767	34357	38488	38362	24787	31481	31617	5651	5447	5459
custom_2442034_5	custom_2442034_5	High	IsMasterProtein	0	14.265	9	3	9	3	1	23.99	3	0	-	790	744	1374	83512	90279	71332	2086	2539	1766	3241	3524	4755
WP_050715843.1	custom_1364036_3	High	IsMasterProtein	0	14.26	12	4	13	0	1	35.1	4	1	-	0	0	0	0	0	0	7486	6274	6900	0	0	0
custom_482622_33	custom_482622_33	High	IsMasterProtein	0	14.254	48	3	7	3	1	27.55	3	0	-	4776	10610	9770	0	0	0	0	749	1513	0	993	1612
WP_102020521.1	custom_63039_1	High	IsMasterProtein	0	14.243	9	4	11	1	1	27.81	4	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_1427198_4	custom_1427198_4	High	IsMasterProtein	0	14.242	25	4	17	3	1	50.53	4	0	-	1306	806	1749	2138	1990	2161	16941	16675	16345	6163	6751	6029
WP_011239304.1	custom_463678_74	High	IsMasterProtein	0	14.239	12	3	6	0	1	18.84	3	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_334935_4	custom_334935_4	High	IsMasterProtein	0	14.239	16	4	8	4	1	16.24	4	0	-	1067	700	1383	4711	4418	4685	0	0	0	0	0	0
KXB92394.1	custom_517278_1	High	IsMasterProtein	0	14.228	7	2	13	2	1	46.81	2	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_1253919_9	custom_1253919_9	High	IsMasterProtein	0	14.224	12	3	16	1	1	41.34	3	2	-	3140	3123	1456	395	763	572	5710	5467	6606	22073	28568	27677
PIO48528.1	custom_1097800_4	High	IsMasterProtein	0	14.22	6	3	26	1	1	74.43	3	0	-	7168	8474	8753	2929	565	812	2930	937	1687	795	1059	424
custom_1523714_3	custom_1523714_3	High	IsMasterProtein	0	14.21	37	1	14	1	1	61.45	1	0	-	21777	20845	21852	58740	68412	73836	0	0	0	685	816	1169
WP_058721527.1	custom_1459486_2	High	IsMasterProtein	0	14.207	12	4	6	1	1	17.05	4	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_2182918_6	custom_2182918_6	High	IsMasterProtein	0	14.201	7	4	5	4	1	13.11	4	0	-	982	219	789	5156	3940	0	960	912	1623	10236	9684	10004
custom_2586219_11	custom_2586219_11	High	IsMasterProtein	0	14.199	15	5	7	4	1	16.01	5	1	-	1873	1420	1266	427	0	297	2207	4811	6473	14838	16635	14392
custom_17965_3	custom_17965_3	High	IsMasterProtein	0	14.187	25	4	8	1	1	21.76	4	3	-	7593	6850	7571	12527	11560	13911	8718	2907	6403	6604	5677	9706
custom_526522_1	custom_526522_1	High	IsMasterProtein	0	14.176	14	4	8	4	1	22.3	4	0	-	344	1685	302	1786	746	3994	876	325	845	1559	275	3419
WP_036209002.1	custom_1879195_1	High	IsMasterProtein	0	14.175	13	3	45	1	1	104.88	3	0	-	-	-	-	-	-	-	-	-	-	-	-	-
OHD38591.1	custom_2513484_1	High	IsMasterProtein	0	14.175	7	2	4	2	1	14.34	2	0	-	-	-	-	-	-	-	-	-	-	-	-	-
RTL47474.1	custom_81349_17	High	IsMasterProtein	0	14.161	18	4	31	1	1	52.27	4	0	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_011765115.1	custom_1659632_1	High	IsMasterProtein	0	14.15	6	5	6	1	1	16.17	5	1	-	953	3234	666	2927	3194	3198	11261	9122	10039	1625	0	0
custom_1572378_72	custom_1572378_72	High	IsMasterProtein	0	14.145	12	7	9	7	1	22.06	7	0	-	13274	10653	11509	7212	6086	7544	38342	44084	43336	6885	7780	8123
custom_2535688_1	custom_2535688_1	High	IsMasterProtein	0	14.144	3	5	8	5	1	20.52	5	0	-	603	198	616	1164	880	897	17378	2470	1044	2868	4303	1298
custom_2058868_11	custom_2058868_11	High	IsMasterProtein	0	14.142	12	2	27	1	1	82.61	2	0	-	0	1310	1206	1899	2805	2439	0	0	0	8999	7329	9672
custom_845403_5	custom_845403_5	High	IsMasterProtein	0	14.136	9	3	6	1	1	17.6	3	0	-	1032	951	1141	0	0	0	0	0	0	0	0	0
WP_078364940.1	custom_676835_1	High	IsMasterProtein	0	14.126	6	4	8	2	1	22.03	4	1	-	610	0	1678	1371	2054	3663	382	443	461	1591	0	0
custom_126050_6	custom_126050_6	High	IsMasterProtein	0	14.119	28	2	21	2	1	60.48	2	0	-	2828	2575	2871	21541	18031	21223	5209	7946	6507	13230	10012	16082
custom_1077679_107	custom_1077679_107	High	IsMasterProtein	0	14.117	13	3	5	3	1	12.75	3	0	-	3378	2744	2285	0	0	218	0	0	0	0	0	0
KFB77218.1	custom_391378_1	High	IsMasterProtein	0	14.115	8	4	25	2	1	60.64	4	2	-	14549	8035	4748	11292	9306	12348	805	1287	3078	108912	101314	101223
custom_381122_29	custom_381122_29	High	IsMasterProtein	0	14.099	16	4	22	1	1	47.04	4	0	-	7022	6288	6760	0	0	0	0	0	0	0	0	0
custom_998907_4	custom_998907_4	High	IsMasterProtein	0	14.099	21	4	11	1	1	24.28	4	1	-	0	1110	1242	880	987	992	0	1110	1505	11745	10590	12141
custom_463977_12	custom_463977_12	High	IsMasterProtein	0	14.098	33	3	10	3	1	26.74	3	0	-	8708	10461	9455	939	919	374	44125	29756	30444	8071	8464	8181
custom_593261_5	custom_593261_5	High	IsMasterProtein	0	14.098	7	4	14	1	1	28.04	4	1	-	11466	10941	10576	17344	15014	16942	0	0	0	1402	4175	1757
custom_358444_16	custom_358444_16	High	IsMasterProtein	0	14.097	9	5	13	2	1	28.11	5	1	-	860	0	573	1043	1863	457	0	0	0	0	346	0
WP_036286731.1	custom_1909230_1	High	IsMasterProtein	0	14.084	11	3	9	0	1	27.28	3	1	-	0	641	0	1112	604	993	0	0	0	2526	2590	0
custom_1538591_2	custom_1538591_2	High	IsMasterProtein	0	14.076	12	2	8	2	1	27.03	2	0	-	204	0	481	1417	989	1424	1229	884	1150	670	809	868
custom_469771_8	custom_469771_8	High	IsMasterProtein	0	14.068	24	6	16	1	1	29.55	6	3	-	1739	4564	2862	81755	61406	78204	6582	6447	8630	12583	11640	15526
AQW45575.1	custom_134837_12	High	IsMasterProtein	0	14.065	21	2	17	1	1	51.79	2	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_1615754_6	custom_1615754_6	High	IsMasterProtein	0	14.06	21	2	35	2	1	59.88	2	0	-	34475	31928	35384	370706	333310	353611	14579	7239	19060	24283	24629	25854
WP_095976416.1	custom_2498043_1	High	IsMasterProtein	0	14.043	6	2	3	1	1	9.4	2	0	-	-	-	-	-	-	-	-	-	-	-	-	-
OFZ84184.1	custom_1068889_3	High	IsMasterProtein	0	14.035	5	3	14	2	1	43.35	3	1	-	2890	4008	4524	8168	7005	7204	12072	19128	17140	6136	3116	5910
custom_2558168_34	custom_2558168_34	High	IsMasterProtein	0	14.029	35	3	7	3	1	22.8	3	0	-	4921	6848	6701	585	444	496	0	1584	1392	0	1013	1220
custom_1921144_2	custom_1921144_2	High	IsMasterProtein	0	14.012	28	4	6	4	1	17.29	4	0	-	984	1137	482	0	953	911	32466	30294	25776	10319	9834	8395
WP_008452502.1	custom_611045_1	High	IsMasterProtein	0	14.009	18	3	6	1	1	21.91	3	0	-	256	0	0	1576	2001	3049	0	0	0	0	557	0
WP_057842829.1	custom_1241088_2	High	IsMasterProtein	0	14.008	11	4	5	3	1	12.41	4	0	-	733	0	0	516	668	566	0	0	1746	0	0	0
WP_132423726.1	custom_1436866_1	High	IsMasterProtein	0	14.007	4	2	10	1	1	28.74	2	0	-	1531	1523	1534	0	0	0	0	0	0	0	433	317
WP_111657866.1	custom_965183_1	High	IsMasterProtein	0	14.006	7	3	23	2	1	52.58	3	0	-	4591	4576	4418	6369	7860	6961	0	0	0	0	810	0
WP_038310112.1	custom_1818010_115	High	IsMasterProtein	0	14.002	12	5	8	1	1	19.3	5	0	-	1155	993	607	678	593	637	0	2883	3296	1525	1012	1217
custom_900817_15	custom_900817_15	High	IsMasterProtein	0	13.984	9	5	7	5	1	17.66	5	0	-	2979	2741	4716	559	2713	604	1177	0	0	1207	861	1043
custom_1632068_15	custom_1632068_15	High	IsMasterProtein	0	13.975	6	3	13	1	1	33.09	3	0	-	199	610	158	3501	2196	3058	0	648	1539	1138	1249	1678
custom_366897_2	custom_366897_2	High	IsMasterProtein	0	13.972	9	3	5	3	1	11.87	3	0	-	1266	0	0	580	515	537	1182	1673	1449	0	0	0
custom_1260131_37	custom_1260131_37	High	IsMasterProtein	0	13.971	8	4	10	4	1	25.98	4	0	-	6804	6445	7251	0	197	0	2308	3596	3614	0	0	434
custom_318999_111	custom_318999_111	High	IsMasterProtein	0	13.959	17	4	14	2	1	39.66	4	0	-	19902	17465	15114	1540	1093	1997	0	0	0	361	659	994
custom_484505_30	custom_484505_30	High	IsMasterProtein	0	13.949	12	4	8	4	1	21.81	4	0	-	2111	1222	2228	5160	4780	4987	3575	6181	3849	24404	22394	19362
custom_1549076_40	custom_1549076_40	High	IsMasterProtein	0	13.947	8	4	6	4	1	16.54	4	0	-	6026	2159	5929	2139	2477	1489	11202	7107	6080	11332	9810	9407
custom_1379073_7	custom_1379073_7	High	IsMasterProtein	0	13.944	16	4	19	1	1	50.59	4	0	-	535	503	469	252	0	0	546	818	468	0	157	0
custom_441880_20	custom_441880_20	High	IsMasterProtein	0	13.933	13	3	10	1	1	30.21	3	0	-	2442	2598	2684	0	0	0	0	0	0	0	0	0
custom_906763_2	custom_906763_2	High	IsMasterProtein	0	13.926	27	6	14	1	1	23.08	6	1	-	1660	1860	2667	3342	3533	4381	0	0	0	1920	3752	3594
OHB25114.1	custom_1335102_2	High	IsMasterProtein	0	13.924	14	3	16	1	1	40.5	3	0	-	0	0	0	0	0	0	0	0	0	30718	32026	31606
custom_739647_9	custom_739647_9	High	IsMasterProtein	0	13.922	14	3	5	3	1	15.92	3	0	-	2205	4405	2043	863	0	0	1752	3370	3056	1472	0	716
WP_093832250.1	custom_1236370_1	High	IsMasterProtein	0	13.917	3	3	5	1	1	17.53	3	0	-	-	-	-	-	-	-	-	-	-	-	-	-
custom_362085_3	custom_362085_3	High	IsMasterProtein	0	13.902	9	3	10	1	1	26.58	3	0	-	346	342	248	692	962	783	0	0	0	889	675	0
custom_279668_2	custom_279668_2	High	IsMasterProtein	0	13.892	20	5	13	1	1	35.3	5	0	-	0	0	461	3745	4247	4901	0	0	0	336	0	0
